Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
99746732,6,7,369,11595,351,0,61.5,141.8559128,5792,0,1656.4285710000001,2120.732252,119.9437792,0.130330084,8312227.667,28800000.0,99700000,4,99700000,19900000.0,44600000.0,99700000,4,99700000,16600000.0,40700000.0,99700000,46,0,0,0,0,164,232,0.060152347,0.070177738,0,5792,855.0,1665.955859,2775408.923,1,0,0,0,0,0,0,0,1,920.7692308000001,61.5,1656.4285710000001,164,0,0,0,0,0,0,6,369,7,11595,0,235,3,20,13968.0,0.0,13968,13968,99700000.0,0.0,99700000,99700000,DoS
99763683,6,6,323,11595,323,0,53.83333333,131.8641978,5792,0,1932.5,2181.008184,119.4623097,0.120284252,9069425.727,30100000.0,99700000,1,99700000,19900000.0,44600000.0,99700000,1,45485,9097.0,14786.18999,34151,46,0,0,0,0,200,200,0.060142126,0.060142126,0,5792,916.7692308000001,1716.818625,2947466.192,0,0,0,0,1,0,0,0,1,993.1666667000003,53.83333333,1932.5,200,0,0,0,0,0,0,6,323,6,11595,274,235,1,32,4.0,0.0,4,4,99700000.0,0.0,99700000,99700000,DoS
99764707,6,7,363,11595,345,0,60.5,139.4069582,7240,0,1656.4285710000001,2566.885263,119.862027,0.130306602,8313725.583,28800000.0,99700000,4,99700000,19900000.0,44600000.0,99700000,4,99800000,16600000.0,40700000.0,99700000,69,0,0,0,0,164,232,0.060141509,0.070165094,0,7240,854.5714286,1934.201593,3741135.8019999997,1,0,0,0,0,0,0,0,1,920.3076923,60.5,1656.4285710000001,164,0,0,0,0,0,0,6,363,7,11595,0,235,3,20,9998.0,0.0,9998,9998,99700000.0,0.0,99700000,99700000,DoS
99765727,7,6,323,11595,323,0,46.14285714,122.08252479999999,5792,0,1932.5,2362.781391,119.4598622,0.13030527,8313810.583,28800000.0,99700000,2,99700000,16600000.0,40700000.0,99700000,2,46475,9295.0,15200.12405,35142,50,0,0,0,0,232,200,0.070164376,0.060140894,0,5792,851.2857142999999,1760.2386829999994,3098440.22,0,0,0,0,1,0,0,0,0,916.7692308000001,46.14285714,1932.5,232,0,0,0,0,0,0,7,323,6,11595,251,235,1,32,1014.0,0.0,1014,1014,99700000.0,0.0,99700000,99700000,DoS
99764646,8,6,406,11595,400,0,50.75,141.1339283,5792,0,1932.5,2181.008184,120.29311470000002,0.140330273,7674203.538,27700000.0,99700000,3,99700000,14200000.0,37700000.0,99700000,3,45453,9090.6,15189.064730000002,35154,44,0,0,0,0,252,200,0.080188727,0.060141546,0,5792,800.0666667,1620.179817,2624982.6380000003,0,0,0,0,1,0,0,0,0,857.2142857000001,50.75,1932.5,252,0,0,0,0,0,0,8,406,6,11595,274,235,2,20,1991.0,0.0,1991,1991,99700000.0,0.0,99700000,99700000,DoS
99802868,6,7,346,11595,346,0,57.66666667,141.2539085,2896,0,1656.4285710000001,1546.0215449999994,119.6458603,0.13025677800000002,8316905.667,28800000.0,99700000,1,99700000,19900000.0,44600000.0,99700000,1,112581,18763.5,41052.08924,102174,16,0,0,0,0,200,232,0.060118513,0.070138265,0,2896,852.9285714,1343.997508,1806329.302,0,0,0,0,1,0,0,0,1,918.5384615,57.66666667,1656.4285710000001,200,0,0,0,0,0,0,6,346,7,11595,274,235,1,32,2.0,0.0,2,2,99700000.0,0.0,99700000,99700000,DoS
99820743,5,7,316,11595,304,0,63.2,134.6447177,4344,0,1656.4285710000001,1760.597234,119.3238964,0.120215495,9074613.0,30000000.0,99700000,2,99700000,24900000.0,49800000.0,99700000,2,99800000,16600000.0,40700000.0,99700000,45,0,0,0,0,144,232,0.050089789,0.070125705,0,4344,916.6923077,1499.244442,2247733.897,1,0,0,0,0,0,0,0,1,993.0833332999997,63.2,1656.4285710000001,144,0,0,0,0,0,0,5,316,7,11595,0,235,2,20,14005.0,0.0,14005,14005,99700000.0,0.0,99700000,99700000,DoS
99822778,9,6,309,11595,309,0,34.33333333,103.0,4344,0,1932.5,1754.831473,119.2513396,0.150266305,7130198.429,26600000.0,99700000,1,99700000,12500000.0,35200000.0,99700000,1,148578,29715.6,59285.1288,135293,16,0,0,0,0,296,200,0.09015978300000001,0.060106522,0,4344,744.0,1391.48386,1936227.333,0,0,0,0,1,0,0,0,0,793.6,34.33333333,1932.5,296,0,0,0,0,0,0,9,309,6,11595,251,235,1,32,3026.0,0.0,3026,3026,99700000.0,0.0,99700000,99700000,DoS
100807643,7,6,351,11595,351,0,50.14285714,132.66553000000002,5792,0,1932.5,2181.008184,118.5029195,0.128958476,8400636.917000001,28700000.0,99700000,1,101000000,16800000.0,40600000.0,99700000,1,139428,27885.6,56246.552189999995,128148,46,0,0,0,0,240,200,0.069439179,0.059519297,0,5792,853.2857142999999,1666.898798,2778551.604,0,0,0,0,1,0,0,0,0,918.9230769,50.14285714,1932.5,240,0,0,0,0,0,0,7,351,6,11595,274,235,1,32,5.0,0.0,5,5,99700000.0,0.0,99700000,99700000,DoS
102021889,6,7,326,11595,326,0,54.33333333,133.08894270000002,4344,0,1656.4285710000001,1757.579003,116.8474738,0.127423636,8501824.082999999,29400000.0,102000000,2,102000000,20400000.0,45600000.0,102000000,5,150775,25129.16667,54807.921279999995,136417,2,0,0,0,0,200,232,0.058810909,0.068612727,0,4344,851.5,1459.6189570000001,2130487.5,0,0,0,0,1,0,0,0,1,917.0,54.33333333,1656.4285710000001,200,0,0,0,0,0,0,6,326,7,11595,251,235,1,32,985.0,0.0,985,985,102000000.0,0.0,102000000,102000000,DoS
102132560,6,7,389,11595,371,0,64.83333333,150.019221,4344,0,1656.4285710000001,1760.597234,117.3377031,0.127285559,8511046.667000001,29400000.0,102000000,1,102000000,20400000.0,45600000.0,102000000,1,102000000,17000000.0,41600000.0,102000000,15,0,0,0,0,164,232,0.058747180999999996,0.068538378,0,4344,856.4285714,1459.0226289999994,2128747.0330000003,1,0,0,0,0,0,0,0,1,922.3076923,64.83333333,1656.4285710000001,164,0,0,0,0,0,0,6,389,7,11595,0,235,3,20,9987.0,0.0,9987,9987,102000000.0,0.0,102000000,102000000,DoS
118462420,12,5,903,11595,301,0,75.25,136.1323721,7240,0,2319.0,3331.638186,105.5018123,0.143505426,7403901.25,25500000.0,102000000,1,118000000,10800000.0,30600000.0,102000000,1,500682,125170.5,209448.3112,436038,85,0,0,0,0,400,168,0.101297947,0.042207478,0,7240,694.3333332999997,1923.264412,3698946.0,0,0,0,0,1,0,0,0,0,735.1764706,75.25,2319.0,400,0,0,0,0,0,0,12,903,5,11595,251,235,3,32,1020.0,0.0,1020,1020,59000000.0,60700000.0,102000000,16000000,DoS
3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
85045975,7,7,11595,395,4344,0,1656.4285710000001,1760.597234,371,0,56.42857143,138.7417951,140.9825685,0.164616844,6541998.077000001,23500000.0,84900000,3,85000000,14200000.0,34600000.0,84900000,15,84900000,14200000.0,34700000.0,84900000,3,0,0,0,0,232,184,0.082308422,0.082308422,0,4344,799.3333332999997,1423.2328220000006,2025591.667,0,0,0,0,1,0,0,0,1,856.4285714,1656.4285710000001,56.42857143,232,0,0,0,0,0,0,7,11595,7,395,235,229,4,32,9901.0,0.0,9901,9901,84900000.0,0.0,84900000,84900000,BENIGN
1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
984,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2032.520325,984.0,0.0,984,984,984,984.0,0.0,984,984,0,0.0,0.0,0,0,0,0,0,0,64,0,2032.520325,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
83267154,5,7,319,11595,307,0,63.8,135.9860287,5792,0,1656.4285710000001,2120.732252,143.0816286,0.144114449,7569741.272999999,25100000.0,83100000,44,83100000,20800000.0,41600000.0,83100000,1003,83300000,13900000.0,33900000.0,83100000,46,0,0,0,0,144,232,0.060047687,0.08406676199999999,0,5792,916.9230769,1716.48757,2946329.577,1,0,0,0,0,0,0,0,1,993.3333332999997,63.8,1656.4285710000001,144,0,0,0,0,0,0,5,319,7,11595,0,235,2,20,7406.0,0.0,7406,7406,83100000.0,0.0,83100000,83100000,DoS
83280098,6,6,365,11595,347,0,60.83333333,140.2232743,5792,0,1932.5,2989.558881,143.6117426,0.144092049,7570918.0,25100000.0,83100000,4,83100000,16600000.0,37200000.0,83100000,4,83300000,16700000.0,37200000.0,83100000,86,0,0,0,0,164,200,0.072046025,0.072046025,0,5792,920.4615385,2164.119514,4683413.268999998,1,0,0,0,0,0,0,0,1,997.1666667000003,60.83333333,1932.5,164,0,0,0,0,0,0,6,365,6,11595,0,235,3,20,9025.0,0.0,9025,9025,83100000.0,0.0,83100000,83100000,DoS
83818263,6,7,678,11595,333,0,113.0,170.4323913,4344,0,1656.4285710000001,1760.597234,146.4239363,0.155097464,6984855.25,24100000.0,83400000,5,83700000,16700000.0,37300000.0,83400000,5,83800000,14000000.0,34000000.0,83400000,16,0,0,0,0,176,232,0.071583445,0.08351401900000001,0,4344,877.0714286,1447.9914720000006,2096679.302,1,0,0,0,0,0,0,0,1,944.5384615,113.0,1656.4285710000001,176,0,0,0,0,0,0,6,678,7,11595,0,235,3,20,12997.0,0.0,12997,12997,83400000.0,0.0,83400000,83400000,DoS
99607750,8,6,299,11595,299,0,37.375,105.71246380000001,5792,0,1932.5,2179.547086,119.4083794,0.140551313,7662134.615,27600000.0,99500000,0,99500000,14200000.0,37600000.0,99500000,0,151481,30296.2,61577.51424,140125,72,0,0,0,0,264,200,0.08031503599999999,0.06023627700000001,0,5792,792.9333333,1621.677195,2629836.924,0,0,0,0,1,0,0,0,0,849.5714286,37.375,1932.5,264,0,0,0,0,0,0,8,299,6,11595,251,235,1,32,4.0,0.0,4,4,99500000.0,0.0,99500000,99500000,DoS
99813786,9,6,311,11595,305,0,34.55555556,101.4360773,4344,0,1932.5,1977.8129079999999,119.28212,0.150279842,7129556.142999997,26600000.0,99700000,1,99700000,12500000.0,35200000.0,99700000,1,143572,28714.4,57478.11977000001,131111,35,0,0,0,0,284,200,0.090167905,0.060111937000000004,0,4344,744.125,1487.717844,2213304.383,0,0,0,0,1,0,0,0,0,793.7333332999997,34.55555556,1932.5,284,0,0,0,0,0,0,9,311,6,11595,274,235,2,20,2022.0,0.0,2022,2022,99700000.0,0.0,99700000,99700000,DoS
99606749,6,6,307,11595,307,0,51.16666667,125.33222520000001,4344,0,1932.5,1754.831473,119.4898952,0.120473764,9055159.0,30000000.0,99500000,3,99500000,19900000.0,44500000.0,99500000,3,148506,29701.2,59192.961129999996,135108,48,0,0,0,0,200,200,0.060236882,0.060236882,0,4344,915.5384615,1500.0559779999999,2250167.9359999998,0,0,0,0,1,0,0,0,1,991.8333332999997,51.16666667,1932.5,200,0,0,0,0,0,0,6,307,6,11595,274,235,1,32,990.0,0.0,990,990,99500000.0,0.0,99500000,99500000,DoS
99819793,7,6,354,11595,354,0,50.57142857,133.79942340000002,4344,0,1932.5,1754.831473,119.70571809999998,0.13023469199999999,8318316.083,28800000.0,99700000,0,99700000,16600000.0,40700000.0,99700000,0,146542,29308.4,59420.03372000001,135267,48,0,0,0,0,232,200,0.07012637299999999,0.060108319,0,4344,853.5,1460.541246,2133180.731,0,0,0,0,1,0,0,0,0,919.1538462000001,50.57142857,1932.5,232,0,0,0,0,0,0,7,354,6,11595,251,235,1,32,3.0,0.0,3,3,99700000.0,0.0,99700000,99700000,DoS
99821628,9,6,353,11595,353,0,39.22222222,117.66666670000001,5792,0,1932.5,2181.008184,119.6934997,0.150268036,7130116.286,26600000.0,99700000,0,99700000,12500000.0,35200000.0,99700000,0,147348,29469.6,59265.93515,135088,46,0,0,0,0,296,200,0.09016082199999999,0.06010721400000001,0,5792,746.75,1578.8975269999999,2492917.4,0,0,0,0,1,0,0,0,0,796.5333333,39.22222222,1932.5,296,0,0,0,0,0,0,9,353,6,11595,274,235,1,32,1006.0,0.0,1006,1006,99700000.0,0.0,99700000,99700000,DoS
99822781,6,5,385,11595,367,0,64.16666667,148.3865448,7240,0,2319.0,3335.221882,120.0126853,0.11019528699999999,9982278.1,31500000.0,99700000,1,99700000,19900000.0,44600000.0,99700000,1,99800000,25000000.0,49800000.0,99700000,192,0,0,0,0,164,168,0.06010652,0.050088767,0,7240,998.8333332999997,2326.65272,5413312.879,1,0,0,0,0,0,0,0,0,1089.636364,64.16666667,2319.0,164,0,0,0,0,0,0,6,385,5,11595,0,235,3,20,13001.0,0.0,13001,13001,99700000.0,0.0,99700000,99700000,DoS
99825938,8,7,345,11595,345,0,43.125,121.97591979999999,4344,0,1656.4285710000001,1946.27472,119.6081924,0.150261548,7130424.142999997,26600000.0,99700000,1,99700000,14200000.0,37700000.0,99700000,1,144688,24114.66667,53249.87985,132375,1,0,0,0,0,264,232,0.080139492,0.070122056,0,4344,746.25,1486.449932,2209533.4,0,0,0,0,1,0,0,0,0,796.0,43.125,1656.4285710000001,264,0,0,0,0,0,0,8,345,7,11595,274,235,1,32,2983.0,0.0,2983,2983,99700000.0,0.0,99700000,99700000,DoS
84913012,8,8,11606,348,2896,0,1450.75,1545.042833,336,0,43.5,118.21892520000002,140.77936609999998,0.18842812899999997,5660867.467,21900000.0,84800000,2,84900000,12100000.0,32000000.0,84800000,49,84800000,12100000.0,32000000.0,84800000,2,1,0,0,0,264,240,0.094214065,0.094214065,0,2896,703.8235294,1255.969408,1577459.154,0,1,0,0,1,1,0,0,1,747.8125,1450.75,43.5,264,0,0,0,0,0,0,8,11606,8,348,235,229,5,32,19680.0,0.0,19680,19680,84800000.0,0.0,84800000,84800000,BENIGN
99618746,6,5,367,11595,367,0,61.16666667,149.8271226,8688,0,2319.0,3774.237539,120.0778014,0.110420984,9961874.6,31400000.0,99500000,1,99500000,19900000.0,44500000.0,99500000,1,151480,37870.0,68444.20817,140250,85,0,0,0,0,200,168,0.060229628,0.050191357,0,8688,996.8333332999997,2559.809113,6552622.6970000025,0,0,0,0,1,0,0,0,0,1087.4545449999996,61.16666667,2319.0,200,0,0,0,0,0,0,6,367,5,11595,296,235,1,32,4.0,0.0,4,4,99500000.0,0.0,99500000,99500000,DoS
99838816,7,5,334,11595,328,0,47.71428571,123.6146085,8688,0,2319.0,3774.237539,119.4825868,0.12019373300000001,9076256.0,30000000.0,99700000,1,99700000,16600000.0,40700000.0,99700000,1,161589,40397.25,72743.63935,149192,188,0,0,0,0,220,168,0.070113011,0.050080722,0,8688,917.6153846000001,2466.942559,6085805.59,0,0,0,0,1,0,0,0,0,994.0833332999997,47.71428571,2319.0,220,0,0,0,0,0,0,7,334,5,11595,251,235,2,20,1004.0,0.0,1004,1004,99700000.0,0.0,99700000,99700000,DoS
99836643,7,6,354,11595,348,0,50.57142857,131.1727324,5792,0,1932.5,2181.008184,119.6855147,0.13021271199999998,8319720.25,28800000.0,99700000,2,99700000,16600000.0,40700000.0,99700000,2,161383,32276.6,65503.77166000001,149090,46,0,0,0,0,220,200,0.070114537,0.060098175,0,5792,853.5,1666.73309,2777999.192,0,0,0,0,1,0,0,0,0,919.1538462000001,50.57142857,1932.5,220,0,0,0,0,0,0,7,354,6,11595,251,235,2,20,1010.0,0.0,1010,1010,99700000.0,0.0,99700000,99700000,DoS
99836724,7,6,316,11595,310,0,45.14285714,116.812426,5792,0,1932.5,2181.008184,119.3047961,0.130212606,8319727.0,28800000.0,99700000,1,99700000,16600000.0,40700000.0,99700000,1,166514,33302.8,67763.36524,154167,45,0,0,0,0,220,200,0.07011448,0.060098125999999995,0,5792,850.7857142999999,1667.650313,2781057.566,0,0,0,0,1,0,0,0,0,916.2307691999999,45.14285714,1932.5,220,0,0,0,0,0,0,7,316,6,11595,274,235,2,20,1991.0,0.0,1991,1991,99700000.0,0.0,99700000,99700000,DoS
99840679,7,6,311,11595,305,0,44.42857143,114.92295559999998,4344,0,1932.5,1754.831473,119.2499903,0.130207448,8320056.583,28800000.0,99700000,1,99700000,16600000.0,40700000.0,99700000,1,168485,33697.0,69180.9866,157160,30,0,0,0,0,220,200,0.070111703,0.060095745,0,4344,850.4285714,1461.6208980000001,2136335.648,0,0,0,0,1,0,0,0,0,915.8461537999999,44.42857143,1932.5,220,0,0,0,0,0,0,7,311,6,11595,251,235,2,20,967.0,0.0,967,967,99700000.0,0.0,99700000,99700000,DoS
100819653,6,7,419,11595,407,0,69.83333333,165.20341000000005,5792,0,1656.4285710000001,2120.732252,119.1632746,0.128943114,8401637.75,28700000.0,99700000,5,101000000,20100000.0,44500000.0,99700000,1002,101000000,16800000.0,41100000.0,101000000,39,0,0,0,0,184,232,0.059512206,0.069430907,0,5792,858.5714286,1664.956674,2772080.725,1,0,0,0,0,0,0,0,1,924.6153846000001,69.83333333,1656.4285710000001,184,0,0,0,0,0,0,6,419,7,11595,0,235,2,20,14010.0,0.0,14010,14010,99700000.0,0.0,99700000,99700000,DoS
15955,2,2,12,11,6,6,6.0,0.0,11,0,5.5,7.778174592999999,1441.554372,250.7051081,5318.333333,8705.257339,15367,71,588,588.0,0.0,588,588,15884,15884.0,0.0,15884,15884,0,0,0,0,40,64,125.35255409999999,125.35255409999999,0,11,5.8,3.898717738,15.2,1,0,0,0,0,0,0,0,1,7.25,6.0,5.5,40,0,0,0,0,0,0,2,12,2,11,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
81390915,4,6,359,11595,353,0,89.75,175.5227905,4344,0,1932.5,1977.8129079999999,146.8714291,0.12286383599999999,9043435.0,27100000.0,81200000,5,81300000,27100000.0,46900000.0,81200000,5,145667,29133.4,58278.5417,132962,54,0,0,0,0,124,200,0.049145534000000005,0.073718301,0,4344,1087.272727,1705.4898469999994,2908695.6180000002,1,0,0,0,0,0,0,0,1,1196.0,89.75,1932.5,124,0,0,0,0,0,0,4,359,6,11595,0,235,1,20,0.0,0.0,0,0,81200000.0,0.0,81200000,81200000,DoS
86316590,8,7,320,11595,320,0,40.0,113.13708500000001,4344,0,1656.4285710000001,1757.579003,138.0383539,0.17377887600000003,6165470.714,23000000.0,86100000,5,86200000,12300000.0,32600000.0,86100000,5,157131,26188.5,58689.05439,145655,16,0,0,0,0,264,232,0.09268206699999999,0.081096809,0,4344,744.6875,1389.729984,1931349.429,0,0,0,0,1,0,0,0,0,794.3333332999997,40.0,1656.4285710000001,264,0,0,0,0,0,0,8,320,7,11595,251,235,1,32,11795.0,0.0,11795,11795,86100000.0,0.0,86100000,86100000,DoS
85927533,6,6,364,11595,364,0,60.66666667,148.60237769999995,5792,0,1932.5,2181.008184,139.1754142,0.13965256,7811593.909,25900000.0,85800000,5,85800000,17200000.0,38400000.0,85800000,5,152391,30478.2,62033.78707000001,141127,46,0,0,0,0,200,200,0.06982628,0.06982628,0,5792,919.9230769,1715.674234,2943538.077,0,0,0,0,1,0,0,0,1,996.5833332999997,60.66666667,1932.5,200,0,0,0,0,0,0,6,364,6,11595,251,235,1,32,480.0,0.0,480,480,85800000.0,0.0,85800000,85800000,DoS
85712318,9,6,297,11595,297,0,33.0,99.0,4344,0,1932.5,1754.831473,138.7431851,0.175004018,6122308.429,22900000.0,85600000,4,85600000,10700000.0,30200000.0,85600000,4,151394,30278.8,61585.40924,140123,46,0,0,0,0,296,200,0.10500241099999999,0.07000160700000001,0,4344,743.25,1391.7371640000001,1936932.333,0,0,0,0,1,0,0,0,0,792.8,33.0,1932.5,296,0,0,0,0,0,0,9,297,6,11595,251,235,1,32,9328.0,0.0,9328,9328,85600000.0,0.0,85600000,85600000,DoS
61467,4,2,136,286,34,34,34.0,0.0,143,143,143.0,0.0,6865.47253,97.61335351,12293.4,19204.270630000006,43813,3,43820,14606.666669999999,25293.42662,43813,3,4,4.0,0.0,4,4,0,0,0,0,128,64,65.07556899999999,32.537784499999994,34,143,65.14285714,53.18655398,2828.809524,0,0,0,0,0,0,0,0,0,76.0,34.0,143.0,128,0,0,0,0,0,0,4,136,2,286,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
23433,1,1,46,74,46,46,46.0,0.0,74,74,74.0,0.0,5120.983229,85.34972048,23433.0,0.0,23433,23433,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.67486024,42.67486024,46,74,55.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,83.0,46.0,74.0,32,0,0,0,0,0,0,1,46,1,74,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
216,2,2,64,256,32,32,32.0,0.0,128,128,128.0,0.0,1481481.481,18518.518519999998,72.0,41.56921938,120,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,9259.259259,9259.259259,32,128,70.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,88.0,32.0,128.0,64,0,0,0,0,0,0,2,64,2,256,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47902,1,1,76,157,76,76,76.0,0.0,157,157,157.0,0.0,4864.097532,41.75191015,47902.0,0.0,47902,47902,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.87595507,20.87595507,76,157,103.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,154.5,76.0,157.0,32,0,0,0,0,0,0,1,76,1,157,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
23649,2,2,94,256,47,47,47.0,0.0,128,128,128.0,0.0,14799.78012,169.1403442,7883.0,13609.60782,23598,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,84.5701721,84.5701721,47,128,79.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,99.25,47.0,128.0,40,0,0,0,0,0,0,2,94,2,256,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
35284,1,1,50,137,50,50,50.0,0.0,137,137,137.0,0.0,5299.852624,56.68291577,35284.0,0.0,35284,35284,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,28.34145788,28.34145788,50,137,79.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,118.5,50.0,137.0,40,0,0,0,0,0,0,1,50,1,137,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4004,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,2997.002997,499.5004995,4004.0,0.0,4004,4004,4004,4004.0,0.0,4004,4004,0,0.0,0.0,0,0,0,0,0,0,40,0,499.5004995,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63785,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
140,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,85714.28571,14285.71429,140.0,0.0,140,140,140,140.0,0.0,140,140,0,0.0,0.0,0,0,0,0,0,0,40,0,14285.71429,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,320,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
86590502,9,5,678,11595,339,0,75.33333333,149.4849491,5792,0,2319.0,2423.629716,141.7360994,0.16168055,6660807.846,23900000.0,86200000,3,86500000,10800000.0,30500000.0,86200000,3,355526,88881.5,108341.1923,220958,179,0,0,0,0,296,168,0.10393749699999999,0.057743054,0,5792,818.2,1702.368149,2898057.314,0,0,0,0,1,0,0,0,0,876.6428571,75.33333333,2319.0,296,0,0,0,0,0,0,9,678,5,11595,251,235,2,32,896.0,0.0,896,896,86200000.0,0.0,86200000,86200000,DoS
